STDR_YYQU_CD,SUD_CD,SVC_INDUTY_CD,YEAR_3_BEING_CO,YEAR_3_OPBIZ_STOR_CO,RELM_AR,THSMON_SELNG_AMT,YEAR_3_BEING_RT,VIATR_FCLTY_CO,HSHLD_INCOME_TOTAMT,POPLTN_CO,RENT_CO,TOT_REPOP_CO,SALE_MT_AVG,TOT_BSN_MT,TOT_STOR_CO,SALE_MT_AVG_90,TOT_BSN_MT_90,TOT_STOR_CO_90,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO,FRC_STOR_CO
20233,1123000029,CS100000,1,1,7199.089302,470383321,100,5,16864920,11,2,52,31.2,406,13,42.9,1974,46,6,6,0,0,0
20233,1123000029,CS100001,1,1,7199.089302,470383321,100,5,16864920,11,2,52,40.5,162,4,56.9,1025,18,4,4,0,0,0
20233,1123000029,CS200000,3,4,7199.089302,159056258,75,5,16864920,11,2,52,37.1,445,12,75.6,1739,23,10,11,0,0,1
20233,1123000029,CS200024,1,1,7199.089302,20615385,100,5,16864920,11,2,52,28.7,86,3,28.7,86,3,0,1,0,0,1
20233,1123000029,CS300000,0,0,7199.089302,437258778,0,5,16864920,11,2,52,48,336,7,62.7,2695,43,4,8,0,0,4
20212,1123000040,CS000000,2,3,8138.331133,432952110,66.66666667,2,1362097169,409,1,642,31.6,759,24,53.2,2711,51,20,22,2,0,2
20212,1123000040,CS200000,1,1,8138.331133,129071484,100,2,1362097169,409,1,642,49.3,394,8,62.9,944,15,6,6,0,0,0
20212,1123000040,CS200031,1,1,8138.331133,10655971,100,2,1362097169,409,1,642,34.5,69,2,34.5,69,2,1,1,0,0,0
20212,1123000040,CS300000,1,2,8138.331133,303880626,50,2,1362097169,409,1,642,21,315,15,45.3,1269,28,14,15,2,0,1
20212,1123000040,CS300002,0,1,8138.331133,303880626,0,2,1362097169,409,1,642,18.5,74,4,18.5,74,4,0,1,0,0,1
20213,1123000040,CS000000,1,3,8138.331133,434600060,33.33333333,2,1362097169,409,4,642,32.1,803,25,53.3,2770,52,19,21,1,2,2
20213,1123000040,CS200000,1,1,8138.331133,130891990,100,2,1362097169,409,4,642,50.4,403,8,63.9,959,15,6,6,0,0,0
20213,1123000040,CS200031,1,1,8138.331133,6919870,100,2,1362097169,409,4,642,36,72,2,36,72,2,1,1,0,0,0
20213,1123000040,CS300000,0,2,8138.331133,303708070,0,2,1362097169,409,4,642,21.7,347,16,45.2,1310,29,13,14,1,2,1
20213,1123000040,CS300002,0,1,8138.331133,295818601,0,2,1362097169,409,4,642,19.3,77,4,19.3,77,4,0,1,0,0,1
20214,1123000040,CS000000,1,2,8138.331133,426530511,50,2,1362097169,409,4,642,33.7,842,25,54.3,2824,52,19,21,0,0,2
20214,1123000040,CS200000,1,1,8138.331133,167754493,100,2,1362097169,409,4,642,51.5,412,8,64.9,974,15,6,6,0,0,0
20214,1123000040,CS200031,1,1,8138.331133,11208302,100,2,1362097169,409,4,642,37.5,75,2,37.5,75,2,1,1,0,0,0
20214,1123000040,CS300000,0,1,8138.331133,258776018,0,2,1362097169,409,4,642,23.4,374,16,46.4,1346,29,13,14,0,0,1
20214,1123000040,CS300002,0,0,8138.331133,258776018,0,2,1362097169,409,4,642,20,80,4,20,80,4,0,1,0,0,1
20221,1123000040,CS000000,2,2,8138.331133,389532487,100,2,1362097169,409,4,642,35.2,881,25,55.3,2878,52,18,20,0,1,2
20221,1123000040,CS200000,1,1,8138.331133,97301419,100,2,1362097169,409,4,642,52.6,421,8,65.9,989,15,6,6,0,0,0
20221,1123000040,CS200031,1,1,8138.331133,6871507,100,2,1362097169,409,4,642,39,78,2,39,78,2,1,1,0,0,0
20221,1123000040,CS300000,1,1,8138.331133,292231068,100,2,1362097169,409,4,642,25.1,401,16,47.7,1382,29,12,13,0,1,1
20221,1123000040,CS300002,0,0,8138.331133,292231068,0,2,1362097169,409,4,642,20.8,83,4,20.8,83,4,0,1,0,0,1
20222,1123000040,CS000000,1,1,8138.331133,370031426,100,2,1362097169,409,1,642,36.8,884,24,56.4,2932,52,18,20,0,0,2
20222,1123000040,CS200000,0,0,8138.331133,95565350,0,2,1362097169,409,1,642,56.3,394,7,66.9,1004,15,6,6,0,0,0
20222,1123000040,CS200031,0,0,8138.331133,11827992,0,2,1362097169,409,1,642,40.5,81,2,40.5,81,2,1,1,0,0,0
20222,1123000040,CS300000,1,1,8138.331133,274466076,100,2,1362097169,409,1,642,26.8,428,16,48.9,1418,29,12,13,0,0,1
20222,1123000040,CS300002,0,0,8138.331133,274466076,0,2,1362097169,409,1,642,21.5,86,4,21.5,86,4,0,1,0,0,1
20223,1123000040,CS000000,3,3,8138.331133,383449603,100,2,1362097169,409,3,642,38.5,923,24,57.4,2986,52,17,19,0,1,2
20223,1123000040,CS200000,0,0,8138.331133,96208719,0,2,1362097169,409,3,642,57.6,403,7,67.9,1019,15,6,6,0,0,0
20223,1123000040,CS200031,0,0,8138.331133,7090509,0,2,1362097169,409,3,642,42,84,2,42,84,2,1,1,0,0,0
20223,1123000040,CS300000,3,3,8138.331133,287240884,100,2,1362097169,409,3,642,28.4,455,16,50.1,1454,29,11,12,0,1,1
20223,1123000040,CS300002,0,0,8138.331133,287240884,0,2,1362097169,409,3,642,22.3,89,4,22.3,89,4,0,1,0,0,1
20224,1123000040,CS000000,3,4,8138.331133,387612612,75,2,1362097169,409,2,626,40.1,962,24,58.5,3040,52,16,18,0,1,2
20224,1123000040,CS000000,3,4,8138.331133,387612612,75,2,1362097169,409,1,626,40.1,962,24,58.5,3040,52,16,18,0,1,2
20224,1123000040,CS200000,0,0,8138.331133,122302812,0,2,1362097169,409,2,626,58.9,412,7,68.9,1034,15,5,5,0,1,0
20224,1123000040,CS200000,0,0,8138.331133,122302812,0,2,1362097169,409,1,626,58.9,412,7,68.9,1034,15,5,5,0,1,0
20224,1123000040,CS200031,0,0,8138.331133,10624537,0,2,1362097169,409,2,626,43.5,87,2,43.5,87,2,1,1,0,0,0
20224,1123000040,CS200031,0,0,8138.331133,10624537,0,2,1362097169,409,1,626,43.5,87,2,43.5,87,2,1,1,0,0,0
20224,1123000040,CS300000,3,4,8138.331133,265309800,75,2,1362097169,409,2,626,30.1,482,16,51.4,1490,29,11,12,0,0,1
20224,1123000040,CS300000,3,4,8138.331133,265309800,75,2,1362097169,409,1,626,30.1,482,16,51.4,1490,29,11,12,0,0,1
20224,1123000040,CS300002,0,0,8138.331133,265309800,0,2,1362097169,409,2,626,23,92,4,23,92,4,0,1,0,0,1
20224,1123000040,CS300002,0,0,8138.331133,265309800,0,2,1362097169,409,1,626,23,92,4,23,92,4,0,1,0,0,1
20231,1123000040,CS000000,3,4,8138.331133,370765393,75,2,1362097169,409,1,626,41.7,1001,24,59.5,3094,52,16,18,0,0,2
20231,1123000040,CS200000,0,0,8138.331133,139960280,0,2,1362097169,409,1,626,60.1,421,7,69.9,1049,15,5,5,0,0,0
20231,1123000040,CS200031,0,0,8138.331133,7337487,0,2,1362097169,409,1,626,45,90,2,45,90,2,1,1,0,0,0
20231,1123000040,CS300000,3,4,8138.331133,230805113,75,2,1362097169,409,1,626,31.8,509,16,52.6,1526,29,11,12,0,0,1
20231,1123000040,CS300002,1,1,8138.331133,230805113,100,2,1362097169,409,1,626,23.8,95,4,23.8,95,4,0,1,0,0,1
20232,1123000040,CS000000,5,6,8138.331133,282665239,83.33333333,2,1362097169,409,1,626,40,919,23,60.5,3148,52,16,18,0,0,2
20232,1123000040,CS200000,0,0,8138.331133,72363498,0,2,1362097169,409,1,626,51.5,309,6,70.9,1064,15,5,5,0,0,0
20232,1123000040,CS200031,0,0,8138.331133,11257698,0,2,1362097169,409,1,626,46.5,93,2,46.5,93,2,1,1,0,0,0
20232,1123000040,CS300000,5,6,8138.331133,210301741,83.33333333,2,1362097169,409,1,626,33.5,536,16,53.9,1562,29,11,12,0,0,1
20232,1123000040,CS300002,1,1,8138.331133,210301741,100,2,1362097169,409,1,626,24.5,98,4,24.5,98,4,0,1,0,0,1
20233,1123000040,CS000000,3,4,8138.331133,301794999,75,2,1362097169,409,1,626,41.5,955,23,61.6,3202,52,16,18,0,0,2
20233,1123000040,CS200000,0,0,8138.331133,89277812,0,2,1362097169,409,1,626,52.5,315,6,71.9,1079,15,5,5,0,0,0
20233,1123000040,CS200031,0,0,8138.331133,5473926,0,2,1362097169,409,1,626,48,96,2,48,96,2,1,1,0,0,0
20233,1123000040,CS300000,3,4,8138.331133,212517187,75,2,1362097169,409,1,626,35.2,563,16,55.1,1598,29,11,12,0,0,1
20233,1123000040,CS300002,1,1,8138.331133,212517187,100,2,1362097169,409,1,626,25.3,101,4,25.3,101,4,0,1,0,0,1
20194,1123000054,CS000000,4,8,15357.96765,1687205948,50,2,161104853,80,2,327,33.5,1706,51,56.4,7783,138,34,37,3,3,3
20194,1123000054,CS100000,1,2,15357.96765,857685792,50,2,161104853,80,2,327,26.6,453,17,44.3,2479,56,6,7,2,2,1
20194,1123000054,CS100001,1,1,15357.96765,857685792,100,2,161104853,80,2,327,22.8,228,10,45.1,1895,42,6,7,2,1,1
20194,1123000054,CS200000,1,4,15357.96765,829520156,25,2,161104853,80,2,327,36,793,22,68.2,3137,46,18,19,1,1,1
20194,1123000054,CS200001,0,1,15357.96765,223093715,0,2,161104853,80,2,327,40.8,163,4,87.8,527,6,5,5,0,0,0
20194,1123000054,CS200003,0,0,15357.96765,571749071,0,2,161104853,80,2,327,40.8,163,4,101.4,710,7,5,5,1,0,0
20194,1123000054,CS200005,0,0,15357.96765,16559524,0,2,161104853,80,2,327,54,54,1,54,54,1,1,1,0,0,0
20194,1123000054,CS200028,0,1,15357.96765,5182040,0,2,161104853,80,2,327,37.5,75,2,37.5,75,2,0,0,0,1,0
20194,1123000054,CS200034,0,0,15357.96765,12935806,0,2,161104853,80,2,327,21,21,1,76.7,230,3,1,1,0,0,0
20201,1123000054,CS000000,4,8,15357.96765,1455529706,50,2,161104853,80,3,327,33.9,1696,50,57,7867,138,33,36,0,1,3
20201,1123000054,CS100000,1,2,15357.96765,773113218,50,2,161104853,80,3,327,27.4,465,17,44.5,2494,56,6,7,0,0,1
20201,1123000054,CS100001,1,1,15357.96765,773113218,100,2,161104853,80,3,327,24,240,10,45.5,1910,42,6,7,0,0,1
20201,1123000054,CS200000,2,5,15357.96765,682416488,40,2,161104853,80,3,327,36.9,811,22,69.1,3179,46,17,18,0,1,1
20201,1123000054,CS200001,1,2,15357.96765,262789302,50,2,161104853,80,3,327,42.3,169,4,89.8,539,6,5,5,0,0,0
20201,1123000054,CS200003,0,0,15357.96765,395457485,0,2,161104853,80,3,327,41.5,166,4,102.7,719,7,4,4,0,1,0
20201,1123000054,CS200005,0,0,15357.96765,14547619,0,2,161104853,80,3,327,57,57,1,57,57,1,1,1,0,0,0
20201,1123000054,CS200034,0,0,15357.96765,3576369,0,2,161104853,80,3,327,24,24,1,77.7,233,3,1,1,0,0,0
20202,1123000054,CS000000,5,6,15357.96765,1743514785,83.33333333,2,161104853,80,3,327,34.6,1697,49,57.2,7953,139,34,37,1,0,3
20202,1123000054,CS100000,1,1,15357.96765,1021767156,100,2,161104853,80,3,327,26.6,479,18,44.1,2511,57,7,8,1,0,1
20202,1123000054,CS100001,1,1,15357.96765,1021767156,100,2,161104853,80,3,327,23.1,254,11,44.8,1927,43,7,8,1,0,1
20202,1123000054,CS200000,3,4,15357.96765,721747629,75,2,161104853,80,3,327,39,780,20,70,3221,46,17,18,0,0,1
20202,1123000054,CS200001,1,1,15357.96765,275311603,100,2,161104853,80,3,327,43.8,175,4,91.8,551,6,5,5,0,0,0
20202,1123000054,CS200003,0,0,15357.96765,402449219,0,2,161104853,80,3,327,55.7,167,3,104,728,7,4,4,0,0,0
20202,1123000054,CS200005,0,0,15357.96765,29250000,0,2,161104853,80,3,327,60,60,1,60,60,1,1,1,0,0,0
20202,1123000054,CS200034,0,0,15357.96765,5935252,0,2,161104853,80,3,327,27,27,1,78.7,236,3,1,1,0,0,0
20203,1123000054,CS000000,5,6,15357.96765,1667443363,83.33333333,2,161104853,80,3,327,35.7,1748,49,57.8,8040,139,34,37,0,0,3
20203,1123000054,CS100000,1,1,15357.96765,884034755,100,2,161104853,80,3,327,27.4,494,18,44.4,2529,57,7,8,0,0,1
20203,1123000054,CS100001,1,1,15357.96765,884034755,100,2,161104853,80,3,327,24.5,269,11,45.2,1945,43,7,8,0,0,1
20203,1123000054,CS200000,4,5,15357.96765,783408608,80,2,161104853,80,3,327,39.9,798,20,70.9,3263,46,17,18,0,0,1
20203,1123000054,CS200001,2,2,15357.96765,259168086,100,2,161104853,80,3,327,45.3,181,4,93.8,563,6,5,5,0,0,0
20203,1123000054,CS200003,0,0,15357.96765,488609860,0,2,161104853,80,3,327,56.7,170,3,105.3,737,7,4,4,0,0,0
20203,1123000054,CS200005,0,0,15357.96765,23214286,0,2,161104853,80,3,327,63,63,1,63,63,1,1,1,0,0,0
20203,1123000054,CS200034,0,0,15357.96765,5098229,0,2,161104853,80,3,327,30,30,1,79.7,239,3,1,1,0,0,0
20204,1123000054,CS000000,3,3,15357.96765,1330386766,100,2,161104853,80,7,232,35.8,1826,51,57.8,8154,141,36,38,2,1,2
20204,1123000054,CS000000,3,3,15357.96765,1330386766,100,2,161104853,80,3,232,35.8,1826,51,57.8,8154,141,36,38,2,1,2
20204,1123000054,CS000000,3,3,15357.96765,1330386766,100,2,161104853,80,4,232,35.8,1826,51,57.8,8154,141,36,38,2,1,2
20204,1123000054,CS100000,0,0,15357.96765,743878034,0,2,161104853,80,7,232,28.2,536,19,44.4,2574,58,8,8,1,1,0
20204,1123000054,CS100000,0,0,15357.96765,743878034,0,2,161104853,80,3,232,28.2,536,19,44.4,2574,58,8,8,1,1,0
20204,1123000054,CS100000,0,0,15357.96765,743878034,0,2,161104853,80,4,232,28.2,536,19,44.4,2574,58,8,8,1,1,0
20204,1123000054,CS100001,0,0,15357.96765,743878034,0,2,161104853,80,7,232,25.9,311,12,45.2,1990,44,8,8,1,1,0
20204,1123000054,CS100001,0,0,15357.96765,743878034,0,2,161104853,80,3,232,25.9,311,12,45.2,1990,44,8,8,1,1,0
20204,1123000054,CS100001,0,0,15357.96765,743878034,0,2,161104853,80,4,232,25.9,311,12,45.2,1990,44,8,8,1,1,0
20204,1123000054,CS200000,3,3,15357.96765,586508732,100,2,161104853,80,7,232,38.9,816,21,70.3,3305,47,18,19,1,0,1
20204,1123000054,CS200000,3,3,15357.96765,586508732,100,2,161104853,80,3,232,38.9,816,21,70.3,3305,47,18,19,1,0,1
20204,1123000054,CS200000,3,3,15357.96765,586508732,100,2,161104853,80,4,232,38.9,816,21,70.3,3305,47,18,19,1,0,1
20204,1123000054,CS200001,2,2,15357.96765,184293127,100,2,161104853,80,7,232,46.8,187,4,95.8,575,6,5,5,0,0,0
20204,1123000054,CS200001,2,2,15357.96765,184293127,100,2,161104853,80,3,232,46.8,187,4,95.8,575,6,5,5,0,0,0
20204,1123000054,CS200001,2,2,15357.96765,184293127,100,2,161104853,80,4,232,46.8,187,4,95.8,575,6,5,5,0,0,0
20204,1123000054,CS200003,0,0,15357.96765,375156486,0,2,161104853,80,7,232,57.7,173,3,106.6,746,7,4,4,0,0,0
20204,1123000054,CS200003,0,0,15357.96765,375156486,0,2,161104853,80,3,232,57.7,173,3,106.6,746,7,4,4,0,0,0
20204,1123000054,CS200003,0,0,15357.96765,375156486,0,2,161104853,80,4,232,57.7,173,3,106.6,746,7,4,4,0,0,0
20204,1123000054,CS200005,0,0,15357.96765,16621429,0,2,161104853,80,7,232,66,66,1,66,66,1,1,1,0,0,0
20204,1123000054,CS200005,0,0,15357.96765,16621429,0,2,161104853,80,3,232,66,66,1,66,66,1,1,1,0,0,0
20204,1123000054,CS200005,0,0,15357.96765,16621429,0,2,161104853,80,4,232,66,66,1,66,66,1,1,1,0,0,0
20204,1123000054,CS200028,0,0,15357.96765,8307086,0,2,161104853,80,7,232,25,75,3,25,75,3,1,1,1,0,0
20204,1123000054,CS200028,0,0,15357.96765,8307086,0,2,161104853,80,3,232,25,75,3,25,75,3,1,1,1,0,0
20204,1123000054,CS200028,0,0,15357.96765,8307086,0,2,161104853,80,4,232,25,75,3,25,75,3,1,1,1,0,0
20204,1123000054,CS200034,0,0,15357.96765,2130604,0,2,161104853,80,7,232,33,33,1,80.7,242,3,1,1,0,0,0
20204,1123000054,CS200034,0,0,15357.96765,2130604,0,2,161104853,80,3,232,33,33,1,80.7,242,3,1,1,0,0,0
20204,1123000054,CS200034,0,0,15357.96765,2130604,0,2,161104853,80,4,232,33,33,1,80.7,242,3,1,1,0,0,0
20211,1123000054,CS000000,3,5,15357.96765,1310177037,60,2,161104853,80,9,232,34.5,1690,49,58.1,8244,142,37,39,1,0,2
20211,1123000054,CS000000,3,5,15357.96765,1310177037,60,2,161104853,80,4,232,34.5,1690,49,58.1,8244,142,37,39,1,0,2
20211,1123000054,CS000000,3,5,15357.96765,1310177037,60,2,161104853,80,5,232,34.5,1690,49,58.1,8244,142,37,39,1,0,2
20211,1123000054,CS100000,0,0,15357.96765,692082964,0,2,161104853,80,9,232,29.5,531,18,44.7,2592,58,8,8,0,0,0
20211,1123000054,CS100000,0,0,15357.96765,692082964,0,2,161104853,80,4,232,29.5,531,18,44.7,2592,58,8,8,0,0,0
20211,1123000054,CS100000,0,0,15357.96765,692082964,0,2,161104853,80,5,232,29.5,531,18,44.7,2592,58,8,8,0,0,0
20211,1123000054,CS100001,0,0,15357.96765,692082964,0,2,161104853,80,9,232,27.2,326,12,45.6,2008,44,8,8,0,0,0
20211,1123000054,CS100001,0,0,15357.96765,692082964,0,2,161104853,80,4,232,27.2,326,12,45.6,2008,44,8,8,0,0,0
20211,1123000054,CS100001,0,0,15357.96765,692082964,0,2,161104853,80,5,232,27.2,326,12,45.6,2008,44,8,8,0,0,0
20211,1123000054,CS200000,3,5,15357.96765,618094073,60,2,161104853,80,9,232,33.2,697,21,69.8,3350,48,19,20,1,0,1
20211,1123000054,CS200000,3,5,15357.96765,618094073,60,2,161104853,80,4,232,33.2,697,21,69.8,3350,48,19,20,1,0,1
20211,1123000054,CS200000,3,5,15357.96765,618094073,60,2,161104853,80,5,232,33.2,697,21,69.8,3350,48,19,20,1,0,1
20211,1123000054,CS200001,1,1,15357.96765,234449293,100,2,161104853,80,9,232,48.3,193,4,97.8,587,6,5,5,0,0,0
20211,1123000054,CS200001,1,1,15357.96765,234449293,100,2,161104853,80,4,232,48.3,193,4,97.8,587,6,5,5,0,0,0
20211,1123000054,CS200001,1,1,15357.96765,234449293,100,2,161104853,80,5,232,48.3,193,4,97.8,587,6,5,5,0,0,0
20211,1123000054,CS200003,0,1,15357.96765,337226327,0,2,161104853,80,9,232,18,36,2,107.9,755,7,4,4,0,0,0
20211,1123000054,CS200003,0,1,15357.96765,337226327,0,2,161104853,80,4,232,18,36,2,107.9,755,7,4,4,0,0,0
20211,1123000054,CS200003,0,1,15357.96765,337226327,0,2,161104853,80,5,232,18,36,2,107.9,755,7,4,4,0,0,0
20211,1123000054,CS200005,0,0,15357.96765,12040477,0,2,161104853,80,9,232,69,69,1,69,69,1,1,1,0,0,0
20211,1123000054,CS200005,0,0,15357.96765,12040477,0,2,161104853,80,4,232,69,69,1,69,69,1,1,1,0,0,0
20211,1123000054,CS200005,0,0,15357.96765,12040477,0,2,161104853,80,5,232,69,69,1,69,69,1,1,1,0,0,0
20211,1123000054,CS200028,0,0,15357.96765,32780024,0,2,161104853,80,9,232,26,78,3,26,78,3,1,1,0,0,0
20211,1123000054,CS200028,0,0,15357.96765,32780024,0,2,161104853,80,4,232,26,78,3,26,78,3,1,1,0,0,0
20211,1123000054,CS200028,0,0,15357.96765,32780024,0,2,161104853,80,5,232,26,78,3,26,78,3,1,1,0,0,0
20211,1123000054,CS200034,1,1,15357.96765,1597952,100,2,161104853,80,9,232,36,36,1,81.7,245,3,1,1,0,0,0
20211,1123000054,CS200034,1,1,15357.96765,1597952,100,2,161104853,80,4,232,36,36,1,81.7,245,3,1,1,0,0,0
20211,1123000054,CS200034,1,1,15357.96765,1597952,100,2,161104853,80,5,232,36,36,1,81.7,245,3,1,1,0,0,0
20212,1123000054,CS000000,3,5,15357.96765,1362015862,60,2,161104853,80,8,232,34.9,1747,50,58.3,8337,143,37,39,1,1,2
20212,1123000054,CS000000,3,5,15357.96765,1362015862,60,2,161104853,80,3,232,34.9,1747,50,58.3,8337,143,37,39,1,1,2
20212,1123000054,CS000000,3,5,15357.96765,1362015862,60,2,161104853,80,5,232,34.9,1747,50,58.3,8337,143,37,39,1,1,2
20212,1123000054,CS100000,0,0,15357.96765,783097585,0,2,161104853,80,8,232,30.3,546,18,45,2610,58,8,8,0,0,0
20212,1123000054,CS100000,0,0,15357.96765,783097585,0,2,161104853,80,3,232,30.3,546,18,45,2610,58,8,8,0,0,0
20212,1123000054,CS100000,0,0,15357.96765,783097585,0,2,161104853,80,5,232,30.3,546,18,45,2610,58,8,8,0,0,0
20212,1123000054,CS100001,0,0,15357.96765,783097585,0,2,161104853,80,8,232,28.4,341,12,46,2026,44,8,8,0,0,0
20212,1123000054,CS100001,0,0,15357.96765,783097585,0,2,161104853,80,3,232,28.4,341,12,46,2026,44,8,8,0,0,0
20212,1123000054,CS100001,0,0,15357.96765,783097585,0,2,161104853,80,5,232,28.4,341,12,46,2026,44,8,8,0,0,0
20212,1123000054,CS200000,2,4,15357.96765,578918277,50,2,161104853,80,8,232,34.3,721,21,70.8,3398,48,18,19,0,1,1
20212,1123000054,CS200000,2,4,15357.96765,578918277,50,2,161104853,80,3,232,34.3,721,21,70.8,3398,48,18,19,0,1,1
20212,1123000054,CS200000,2,4,15357.96765,578918277,50,2,161104853,80,5,232,34.3,721,21,70.8,3398,48,18,19,0,1,1
20212,1123000054,CS200001,1,1,15357.96765,195804526,100,2,161104853,80,8,232,49.8,199,4,99.8,599,6,5,5,0,0,0
20212,1123000054,CS200001,1,1,15357.96765,195804526,100,2,161104853,80,3,232,49.8,199,4,99.8,599,6,5,5,0,0,0
20212,1123000054,CS200001,1,1,15357.96765,195804526,100,2,161104853,80,5,232,49.8,199,4,99.8,599,6,5,5,0,0,0
20212,1123000054,CS200003,0,1,15357.96765,324641205,0,2,161104853,80,8,232,19.5,39,2,109.1,764,7,4,4,0,0,0
20212,1123000054,CS200003,0,1,15357.96765,324641205,0,2,161104853,80,3,232,19.5,39,2,109.1,764,7,4,4,0,0,0
20212,1123000054,CS200003,0,1,15357.96765,324641205,0,2,161104853,80,5,232,19.5,39,2,109.1,764,7,4,4,0,0,0
20212,1123000054,CS200028,0,0,15357.96765,33260319,0,2,161104853,80,8,232,27,81,3,27,81,3,1,1,0,0,0
20212,1123000054,CS200028,0,0,15357.96765,33260319,0,2,161104853,80,3,232,27,81,3,27,81,3,1,1,0,0,0
20212,1123000054,CS200028,0,0,15357.96765,33260319,0,2,161104853,80,5,232,27,81,3,27,81,3,1,1,0,0,0
20212,1123000054,CS200034,1,1,15357.96765,9968179,100,2,161104853,80,8,232,39,39,1,82.7,248,3,1,1,0,0,0
20212,1123000054,CS200034,1,1,15357.96765,9968179,100,2,161104853,80,3,232,39,39,1,82.7,248,3,1,1,0,0,0
20212,1123000054,CS200034,1,1,15357.96765,9968179,100,2,161104853,80,5,232,39,39,1,82.7,248,3,1,1,0,0,0
20213,1123000054,CS000000,2,5,15357.96765,1265198400,40,2,161104853,80,14,232,35.1,1824,52,58.3,8450,145,39,41,2,0,2
20213,1123000054,CS000000,2,5,15357.96765,1265198400,40,2,161104853,80,6,232,35.1,1824,52,58.3,8450,145,39,41,2,0,2
20213,1123000054,CS000000,2,5,15357.96765,1265198400,40,2,161104853,80,8,232,35.1,1824,52,58.3,8450,145,39,41,2,0,2
20213,1123000054,CS100000,0,1,15357.96765,667562646,0,2,161104853,80,14,232,30.4,577,19,44.8,2644,59,9,9,1,0,0
20213,1123000054,CS100000,0,1,15357.96765,667562646,0,2,161104853,80,6,232,30.4,577,19,44.8,2644,59,9,9,1,0,0
20213,1123000054,CS100000,0,1,15357.96765,667562646,0,2,161104853,80,8,232,30.4,577,19,44.8,2644,59,9,9,1,0,0
20213,1123000054,CS100001,0,1,15357.96765,667562646,0,2,161104853,80,14,232,29.7,356,12,46.5,2044,44,8,8,0,0,0
20213,1123000054,CS100001,0,1,15357.96765,667562646,0,2,161104853,80,6,232,29.7,356,12,46.5,2044,44,8,8,0,0,0
20213,1123000054,CS100001,0,1,15357.96765,667562646,0,2,161104853,80,8,232,29.7,356,12,46.5,2044,44,8,8,0,0,0
20213,1123000054,CS200000,1,3,15357.96765,597635754,33.33333333,2,161104853,80,14,232,35.5,745,21,71.8,3446,48,18,19,0,0,1
20213,1123000054,CS200000,1,3,15357.96765,597635754,33.33333333,2,161104853,80,6,232,35.5,745,21,71.8,3446,48,18,19,0,0,1
20213,1123000054,CS200000,1,3,15357.96765,597635754,33.33333333,2,161104853,80,8,232,35.5,745,21,71.8,3446,48,18,19,0,0,1
20213,1123000054,CS200001,0,0,15357.96765,190399745,0,2,161104853,80,14,232,51.3,205,4,101.8,611,6,5,5,0,0,0
20213,1123000054,CS200001,0,0,15357.96765,190399745,0,2,161104853,80,6,232,51.3,205,4,101.8,611,6,5,5,0,0,0
20213,1123000054,CS200001,0,0,15357.96765,190399745,0,2,161104853,80,8,232,51.3,205,4,101.8,611,6,5,5,0,0,0
20213,1123000054,CS200003,0,1,15357.96765,346722600,0,2,161104853,80,14,232,21,42,2,110.4,773,7,4,4,0,0,0
20213,1123000054,CS200003,0,1,15357.96765,346722600,0,2,161104853,80,6,232,21,42,2,110.4,773,7,4,4,0,0,0
20213,1123000054,CS200003,0,1,15357.96765,346722600,0,2,161104853,80,8,232,21,42,2,110.4,773,7,4,4,0,0,0
20213,1123000054,CS200028,0,0,15357.96765,26483781,0,2,161104853,80,14,232,28,84,3,28,84,3,1,1,0,0,0
20213,1123000054,CS200028,0,0,15357.96765,26483781,0,2,161104853,80,6,232,28,84,3,28,84,3,1,1,0,0,0
20213,1123000054,CS200028,0,0,15357.96765,26483781,0,2,161104853,80,8,232,28,84,3,28,84,3,1,1,0,0,0
20213,1123000054,CS200034,1,1,15357.96765,2891533,100,2,161104853,80,14,232,42,42,1,83.7,251,3,1,1,0,0,0
20213,1123000054,CS200034,1,1,15357.96765,2891533,100,2,161104853,80,6,232,42,42,1,83.7,251,3,1,1,0,0,0
20213,1123000054,CS200034,1,1,15357.96765,2891533,100,2,161104853,80,8,232,42,42,1,83.7,251,3,1,1,0,0,0
20214,1123000054,CS000000,2,5,15357.96765,1267697196,40,2,161104853,80,8,232,35.8,1862,52,58.2,8552,147,40,42,2,1,2
20214,1123000054,CS000000,2,5,15357.96765,1267697196,40,2,161104853,80,4,232,35.8,1862,52,58.2,8552,147,40,42,2,1,2
20214,1123000054,CS100000,0,1,15357.96765,681010341,0,2,161104853,80,8,232,30.2,573,19,44.4,2663,60,10,10,1,0,0
20214,1123000054,CS100000,0,1,15357.96765,681010341,0,2,161104853,80,4,232,30.2,573,19,44.4,2663,60,10,10,1,0,0
20214,1123000054,CS100001,0,1,15357.96765,681010341,0,2,161104853,80,8,232,28.6,372,13,45.8,2063,45,9,9,1,0,0
20214,1123000054,CS100001,0,1,15357.96765,681010341,0,2,161104853,80,4,232,28.6,372,13,45.8,2063,45,9,9,1,0,0
20214,1123000054,CS200000,1,3,15357.96765,586686855,33.33333333,2,161104853,80,8,232,36.3,763,21,71.3,3496,49,18,19,1,1,1
20214,1123000054,CS200000,1,3,15357.96765,586686855,33.33333333,2,161104853,80,4,232,36.3,763,21,71.3,3496,49,18,19,1,1,1
